Count,Pattern,Songs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C 4128B 3128A 3128C 4128B 3256A 3128G 3256G 3256,[CB. Col. 377.txt, Bog. Col. 704.txt, Bog. Col. 710.txt, Bog. Col. 708.txt, Bog. Col. 700.txt],,,,,,,,,,,,,,,,,,,,,,,,,,
5,C 4128B 3256A 3128B 3128G 3128B 3128A 3128B 3128,[Drg. Col. 208.txt, Drg. Col. 260.txt, Drg. Col. 277.txt, Drg. Col. 160.txt, GB. Col. 1.txt],,,,,,,,,,,,,,,,,,,,,,,,,,
5,C 4256C 4128B 3256G 3128C 4256C 4128B 3256D 4128,[Bog. Col. 668.txt, CB. Col. 509.txt, CB. Col. 525.txt, CB. Col. 452.txt, Bog. Col. 666.txt],,,,,,,,,,,,,,,,,,,,,,,,,,
5,D 3128E 3256E 3256A 3128B 3256C 4128B 3256G 3256,[CB. Col. 552.txt, CB. Col. 416.txt, mio_155.txt, 62g.txt, CB. Col. 385.txt],,,,,,,,,,,,,,,,,,,,,,,,,,
5,D 4128C 4128A#3256A 3128G 3256,[Drg. Col. 137.txt, 62e.txt, Drg. Col. 175.txt, NU. Col. 83.txt, Drg. Col. 256.txt],,,,,,,,,,,,,,,,,,,,,,,,,,
5,D 4128D 4128B 3128C 4128B 3128A 3128G 3128B 3128,[mrz 90.txt, mrz 350.txt, NUNU. Col. 42. 1935. BN. Prundul Bârgăului. 8  8r  7., TM. Cvj. 350.1968. BH. Ponoare.8  8  8  8., TM. Col. 63.1969. BH. Cheresig.8  6r  7  6r.],,,,,,,,,,,,,,,,,,,,,,,,,,
5,D#3128D 3256D 3256G 3128A 3256A#3128A 3256G 3256,[CB. Col. 593.txt, CB. Col. 589.txt, Drg. Col. Nr. 19b.txt, Drg. Col. Nr. 18.txt, Drg. Col. Nr. 19.txt],,,,,,,,,,,,,,,,,,,,,,,,,,
5,E 3256E 3256A 3128B 3256C 4128B 3256G 3256A 3128,[CBr. Col. p. 182.txt, 62a.txt, 62f.txt, CBr. Col. p. 202.txt, CB. Col. 385.txt],,,,,,,,,,,,,,,,,,,,,,,,,,
5,E 4128E 4128E 4384D 4128G 4128A 4128B 4512D 5128,[MM DD. Col 131.txt, MDD. Col. 120.txt, MM DD. Col 128.txt, MM DD. Col 130.txt, MDD. Col. 119.txt],,,,,,,,,,,,,,,,,,,,,,,,,,
5,G 3128A 3128A#3128A 3128G 3128A 3128A#3128A 3128,[BB. Col. 104j.txt, BB. Col. 104a.txt, BB. Col. 104b.txt, BB. Col. 104k.txt, BB. Col. 104f.txt],,,,,,,,,,,,,,,,,,,,,,,,,,
5,G 3128A 3128B 3128B 3128G 3128A 3128B 3128B 3128,[BB. C. 233.txt, BB. C. 236.txt, BB. C. 165.txt, BB. C. 234.txt, BB. C. 240.txt],,,,,,,,,,,,,,,,,,,,,,,,,,
4,A 3128A 3128C 4128C 4128A#3256A 3128G 3256G 3256,[CB. Col. 486.txt, CB. Col. 484.txt, Bog. Col. 50.txt, CB. Col. 343.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A 3128A 3128G 3128G 3128A 3128A 3128G 3128G 3128,[AV. C propriu-zis. 221.txt, BB. C. 112.txt, sul 215.txt, del 145.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A 3128A 3128G 3256D 3128E 3256,[CB. Col. 416.txt, mio_155.txt, 62g.txt, CB. Col. 546.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A 3128A 3128G 3256G 3256G 3128D 4256D#4256D 4128,[Drg. Col. Nr. 11.txt, Drg. Col. Nr. 13.txt, Drg. Col. Nr. 12.txt, Drg. Col. Nr. 10.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A 3128B 3128A 3128G 3256D 3128E 3256E 3256A 3128,[CB. Col. 552.txt, CB. Col. 416.txt, Bog. Col. 65.txt, Bog. Col. 221.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A 3128G 3128A 3256B 3128G 3256,[CB. Col. 786.txt, Drg. Col. 209.txt, maram_420.txt, maram_324.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A 3256C 4128B 3128A 3128G 3256G 3128G 3128A 3128,[CB. Col. 785.txt, CB. Col. 880.txt, Bog. Col. 672.txt, CB. Col. 878.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A 3256C 4128B 3256A 3128G 3256G 3256B 3128C 4128,[Bog. Col. 697.txt, CB. Col. 747.txt, Bog. Col. 293.txt, CB. Col. 784.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A 4256B 4128G 4128A 4256C 5256B 4128A 4128,[Drg. Col. 76.txt, Drg. Col. 9.txt, Drg. Col. 4.txt, Drg. Col. 91.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A#3128A#3128D 4256A#3128A#3256A#3128A 3256A 3256,[Drg. Col. Nr. 16.txt, Drg. Col. Nr. 15.txt, GBr. Col. 51.txt, Drg. Col. Nr. 14.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B 3128A 3256B 3128A 3256B 3128A 3256A 3128G 3256,[sul 52.txt, sul 173.txt, sul 154.txt, sul 142.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B 3128C 4128D 4256E 4128D 4256C 4128B 3256D 4256,[NU. Col. 74.txt, Bog. Col. 91.txt, Drg. Col. 97.txt, Bog. Col. 293.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B 3256D 4128A 3256A 3128G 3256,[Bog. Col. 668.txt, CB. Col. 509.txt, CB. Col. 452.txt, Bog. Col. 666.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B 3256D 4128C 4128B 3256A 3256B 3128A 3128G 3256,[Bog. Col. 76.txt, CB. Col. 537.txt, MF(AV). Cd-j. IV 5.txt, Bog. Col. 22.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B 4128A 4128G 4384D 4128E 4128E 4128E 4384D 4128,[MDD. Col. 120.txt, MM DD. Col 128.txt, MM DD. Col 130.txt, MDD. Col. 119.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B 4256A 4256G 4384D 4128E 4256E 4256D 4384D 4128,[NUNU. Col. 52.1935. CJ. Crişeni.8  5r  7.,  Col.53..txtNU. Col. 53.1936. CJ. Apahida.8  5r  8., NUNU. Col. 53.1936. CJ. Apahida.8  5r  8.,  Col.52..txtNU. Col. 52.1935. CJ. Crişeni.8  5r  7.],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C 4128B 3128A 3128C 4128B 3256A 3128G 3256,[CB. Col. 377.txt, Bog. Col. 704.txt, Bog. Col. 708.txt, Bog. Col. 700.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C 4128B 3128A 3256G 3512A 3256F#3256,[maram_167.txt, NU. Col. 103.txt, maram_167.b.txt, NU. Col. 76.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C 4128B 3256C 4128B 3128A 3128,[CB. Col. 845.txt, CB. Col. 828.txt, CB. Col. 901.txt, CB. Col. 969.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C 4128C 4128A#3256A 3128G 3256G 3256C 4128D 4256,[CB. Col. 486.txt, CB. Col. 484.txt, Bog. Col. 50.txt, Bog. Col. 649.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C 4256A#3256C 4128D 4128C 4256A#3256A 3128A 3128,[Drg. Col. Nr. 11.txt, Drg. Col. Nr. 13.txt, Drg. Col. Nr. 12.txt, Drg. Col. Nr. 10.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C 4256C 4128B 3256G 3128A 3256A 3128G 3256G 3128,[CB. Col. 565.txt, Bog. Col. 125.txt, CB. Col. 602.txt, Bog. Col. 182.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C 4256C 4128B 3256G 3128A 3256B 3128G 3256,[CB. Col. 565.txt, CBr. Col. p. 274.txt, BB. Col. 88a.txt, Bog. Col. 673.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C 5128B 4384G 4128B 4128A 4128G 4384D 4128C 5128,[MM DD. Col 131.txt, MDD. Col. 120.txt, MM DD. Col 128.txt, MDD. Col. 119.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C 5128B 4384G 4128B 4128A 4128G 4384D 4128E 4128,[MM DD. Col 131.txt, MDD. Col. 120.txt, MM DD. Col 128.txt, MDD. Col. 119.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D 4128C 4128B 3256C 4128B 3128A 3128,[CB. Col. 845.txt, CB. Col. 828.txt, CB. Col. 901.txt, CB. Col. 410.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D 4128C 4256B 3256G 3128B 3128A 3256G 3256G 3128,[CB. Col. 508.txt, Bog. Col. 698.txt, Bog. Col. 646.txt, Bog. Col. 648.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D 4128D 4128C 4128B 3128D 4128D 4128C 4128B 3128,[TBred. Cpropriu-zis. nr. 93.txt, BB. C. 101.txt, mio_116.txt, BB. C. 280.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D 4128D 4128D 4128D 4128D 4128D 4128D 4128D 4128,[BB. C. 144.txt, BB. C. 195.txt, scor 33.txt, NU_80.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D 4128E 4128D 4128C 4128B 3128C 4128B 3128A 3128,[Drg. Col. 99.txt, NU. Col. 129.txt, GBr. Col. 269.txt, GBr. Col. 190.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D 4128E 4128E 4128D 4128D 4128E 4128E 4128D 4128,[NU. Cvj. 259.txt, EC. C.propriu-zis. 141.txt, BB. C. 186.txt, Drg. Col. 283.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D 4256D 4128C 4256C 4128B 3256G 3128C 4256C 4128,[Bog. Col. 668.txt, CB. Col. 509.txt, CB. Col. 452.txt, Bog. Col. 666.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D 4256D 4128C 4256D 4128A 3256E 4128D 4256G 3128,[CB. Col. 406.txt, Bog. Col. 1.txt, Bog. Col. 639.txt, Drg. Col. 229.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D 4256E 4128D 4256C 4128B 3256D 4256D 4128C 4128,[Bog. Col. 292.txt, NU. Col. 74.txt, Bog. Col. 91.txt, Bog. Col. 97.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D 5128D 5128D 5128B 4128C 5128B 4128A 4128G 4128,[MM DD. Col 22.txt, MM DD. Col 24.txt, MM DD. Col 18.txt, MM DD. Col 19.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E 3256E 3256A 3128B 3256C 4128B 3256G 3256B 3128,[NU. Col. 102.txt, CB. Col. 416.txt, mio_155.txt, BB. Col. 9a.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E 4128D 4256E 4128D 4256E 4128D 4256A 3128,[sul 133.txt, sul 131.txt, sul 130.txt, sul 262.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,
